"ID","category","title","country","price","rating","description","vintage","region","varietal","url"
"75423","Red","Château Lafon Rochet 2016 Barrel Sample  (Saint-Estèphe)","France",NULL,"96","95–97. Barrel Sample. The great improvements at this estate have really paid off in this fine wine. Owned by another branch of the family that owns Pontet-Canet, the estate has produced a beautifully structured wine, packed with tannins and full of delicious blackberry fruits. It's a wine with a great future, to be held until 2028 and beyond.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-lafon-rochet-2016-barrel-sample-saint-estephe/"
"75424","Dessert","Château Coutet 2016 Barrel Sample  (Barsac)","France",NULL,"96","95–97. Barrel Sample. This wine is dense, mingling spicy nutmeg along with superb ripe honey and marmalade flavors. With its balanced acidity and opulence, it is going to be a great wine.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-coutet-2016-barrel-sample-barsac/"
"75425","Red","Château la Fleur-Pétrus 2016 Barrel Sample  (Pomerol)","France",NULL,"96","95–97. Barrel Sample. A rich wine with just the right tannins, concentrating the juicy black currant fruit and giving power. All of this is lifted by the wine's acidity. It won't be ready for at least 12-15 years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-la-fleur-petrus-2016-barrel-sample-pomerol/"
"75426","Dessert","Château d'Yquem 2016 Barrel Sample  (Sauternes)","France",NULL,"96","95–97. Barrel Sample. The bouquet opens with aromas of honey and citrus, offering richness and freshness at the same time. The mouthfeel is opulent, with honeyed flavors. There is some acidity underneath, although decadence and concentration are its defining attributes. It will age for decades.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-dyquem-2016-barrel-sample-sauternes/"
"75427","Red","Château Ducru Beaucaillou 2014  Saint-Julien","France","130","96","This powerful wine has a superb mix of the crispest fruit and great structure. Blackberries and black currants shine through the tannins, expressing the liveliness of the vintage. It is so well delineated with everything in its place. The wine is certainly going to age for decades. Drink from 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-ducru-beaucaillou-2014-saint-julien/"
"75428","White","Domaine Weinbach 2015 Clos des Capucins Cuvée Ste Catherine Schlossberg Grand Cru Riesling (Alsace)","France","64","96","A fragrant and pure nose of slightly floral tangerine peel opens this wine. It offers a ripe fruit-driven dance of aromas and freshness—think tangerine, ripe lemon, crisp apple and a beguiling floral dimension. Lovely now in its primary-flavored youth, it's certain to become even more disarming in the future. Drink 2020–2035 or later if you like it really mature.","2015","Alsace","Riesling","https://www.winemag.com/buying-guide/domaine-weinbach-2015-clos-des-capucins-cuvee-ste-catherine-schlossberg-grand-cru-riesling-alsace/"
"75429","Dessert","Château Suduiraut 2016 Barrel Sample  (Sauternes)","France",NULL,"96","95–97. Barrel Sample. This is a dense wine, full of rich fruit, bitter orange and apricot. Its ripe fruit is balanced by the intense botrytis while it is also freshened by the wine's acidity. This is a great wine with a long-term future.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-suduiraut-2016-barrel-sample-sauternes/"
"75430","Red","Château Smith Haut Lafitte 2014  Pessac-Léognan","France","75","96","This is a powerful wine, made to age for a long time, from this estate which is performing in top gear. Complex tannins and dark fruits both make their presence felt. It has weight, ripeness and a dense structure. A great success, it is unlikely to be ready to drink before 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-smith-haut-lafitte-2014-pessac-leognan/"
"75431","Red","Château Pétrus 2014  Pomerol","France","2500","96","The wine is a velvet glove in an iron fist. The smooth surface of ripe fruits and rich blackberry flavors, masks the dense tannins that will allow this very great wine to age for many, many years. The acidity and the rich fruit combine with the fine dusty tannins. The wine will surely not be ready to drink before 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-petrus-2014-pomerol/"
"75432","Red","Château Cos d'Estournel 2016 Barrel Sample  (Saint-Estèphe)","France",NULL,"97","96–98. Barrel Sample. This perfumed wine is stylish and elegant. It is all about the magnificent and sophisticated fruit. At the same time, don't be fooled by the richness: the tannins are all there, a dense and concentrated core at the heart of this seriously ageworthy wine. It demands many years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-cos-destournel-2016-barrel-sample-saint-estephe/"
"75433","Red","Château Canon 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"97","96–98. Barrel Sample. A powerful, concentrated and superripe wine, this is major. The wine's juicy black-plum fruit balances its dark tannins and density. You can sense the impressive future for this structured wine.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-canon-2016-saint-emilion/"
"75434","Red","Château Lynch-Bages 2016 Barrel Sample  (Pauillac)","France",NULL,"97","96–98. Barrel Sample. This wine is ripe and opulent, while still elegant. The balance is fine, showing plenty of concentration and a light touch of acidity. Black currant fruit matches the tannins and structure, making this one for the long term.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-lynch-bages-2016-barrel-sample-pauillac/"
"75435","Red","Château Léoville Las Cases 2014  Saint-Julien","France","150","97","This is a great wine. It has all the elements in place to produce a wine that will last for years: powerful fruit, rich tannins and a structure that is built to last. This is elegant, impressive and concentrated. Almost entirely Cabernet Sauvignon, the grape gives the wine its fruit and its tannins. Drink from 2028.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2014-saint-julien/"
"75436","Red","Château La Mission Haut-Brion 2016 Barrel Sample  (Pessac-Léognan)","France",NULL,"97","96–98. Barrel Sample. This is a seductive, rounded and smooth wine, with fine fruit that cushions the solid tannins. It has spicy tones and ample acidity as well as delicious, concentrated fruitiness. This is going to be a beautiful wine.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-la-mission-haut-brion-2016-barrel-sample-pessac-leognan-264302/"
"75437","Red","Château Haut-Brion 2014  Pessac-Léognan","France","330","97","With seriously dense tannins, this shows great structure. Rich and full of ripe fruit, it also has a fresh streak that gives it a lift. The structure will allow the wine to age over many years while the fruit and acidity will give it crispness. Drink this impressive wine from 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-haut-brion-2014-pessac-leognan/"
"75438","Red","Château Rauzan-Ségla 2016 Barrel Sample  (Margaux)","France",NULL,"97","96–98. Barrel Sample. This wine is ripe, perfumed and firmly textured. It has balance, concentrated tannins and already just the right sense of wood and structure. It will obviously last; try it in 12–15 years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-rauzan-segla-2016-barrel-sample-margaux/"
"75439","Red","Château Pichon Longueville 2016 Barrel Sample  (Pauillac)","France",NULL,"97","96–98. Barrel Sample. This is a sumptuous wine, its black fruit tones surrounding ripe tannins. It is generous in acidity as well as an open ripe-fruit character. It is concentrated and obviously designed to age well; drink from 2024.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-pichon-baron-2016-barrel-sample-pauillac/"
"75440","Red","Château Pavie 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"97","96–98. Barrel Sample. This is a restrained Pavie, elegant and with great fruit. The tannins are there but certainly not harsh or too dense. It has great blackberry fruit and beautiful tannins. It is perfumed and stylish, with a great future.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-pavie-2016-barrel-sample-saint-emilion/"
"75441","Red","Château Malartic-Lagravière 2016 Barrel Sample  (Pessac-Léognan)","France",NULL,"97","96–98. Barrel Sample. A powerfully dense, impressive wine from a top-performing estate with a solid, foursquare structure. The crisp acidity so much in evidence in this vintage shines through all this richness. Keep the wine for at least 12 years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-malartic-lagraviere-2016-barrel-sample-pessac-leognan-264572/"
"75442","Red","Château Lafite Rothschild 2014  Pauillac","France","450","97","This is a major wine. It has enormous tension, structure and a core of dark tannins. Amid all this, the wine is also packed with fruit and concentrated blackberry and black-plum flavors. It will age slowly and steadily with its enormous structure and concentration. Drink this wine from 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2014-pauillac/"
"75443","White","Château La Mission Haut-Brion 2014  Pessac-Léognan","France","698","97","With 83% Sémillon in the blend, this wine has weight as well as richness. At the same time, it has a crisp edge, a smoky character from wood aging and the fine balance between citrus and more exotic fruits. It is a wine to age for many years. Drink from 2022.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-la-mission-haut-brion-2014-pessac-leognan-257251/"
"75444","Red","Arista 2014 Two Birds Estate Grown Pinot Noir (Russian River Valley)","US","90","97","Marked by both reduction and oak, this wine feels lifted with acidity, opening in a vibrant shock of strawberry and Mandarin orange. Velvety layers subtle tannin carry a spicy finish of clove and salty sea air. A beautifully balanced, complete wine.","2014","California","Pinot Noir","https://www.winemag.com/buying-guide/arista-2014-two-birds-estate-grown-pinot-noir-russian-river-valley/"
"75445","Red","Les Astéries 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"97","96–98. Barrel Sample. This is a beautifully balanced wine. Tannins and a mineral texture are contrasted by acidity as well as plump blackberry and black plum fruits. It is textured and structured, with considerable aging potential.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/les-asteries-2016-barrel-sample-saint-emilion/"
"75446","Red","Château Valandraud 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"97","96–98. Barrel Sample. The wine is ripe and opulent, packed with great fruit and a solid core of tannins. It is superbly structured, yet fruity, with both firm tannins and ample acidity assuring its future. It is a fine wine for the long term.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-valandraud-2016-barrel-sample-saint-emilion/"
