category,rating,country,varietal,average_price
White,86,France,Sauvignon Blanc,17.54
White,86,Germany,Elbling,16
White,89,Italy,Tocai Friulano,23.5
White,84,US,White Riesling,15.33
White,86,Chile,Gewürztraminer,12.33
White,86,New Zealand,Sauvignon Blanc,16.28
White,87,Chile,Chardonnay-Viognier,11.33
White,83,South Africa,Semillon-Chardonnay,9
White,87,France,Clairette,85
White,88,Australia,Shiraz,28
White,84,US,Angevine,11
White,83,Greece,Assyrtico,20
White,98,France,Bordeaux-style White Blend,800
White,84,Austria,Riesling,19.67
White,84,US,Pinot Blanc,16.55
White,85,Chile,Viognier-Chardonnay,12
White,93,South Africa,Sauvignon Blanc-Semillon,NULL
White,88,Italy,Pigato,24
White,83,US,Sauvignon Blanc-Semillon,32
White,87,Greece,Viognier,20
White,88,Luxembourg,Pinot Gris,50
White,87,Australia,Sauvignon Blanc,17.59
White,86,Italy,Inzolia,15.69
White,82,South Africa,Sauvignon Blanc,10.5
White,88,Greece,Moschofilero,14.86
White,89,France,Sauvignon Blanc,26.35
White,88,Italy,White Blend,25.1
White,89,US,Chenin Blanc-Viognier,14
White,84,Italy,Malvasia Bianca,NULL
White,90,Austria,Neuburger,21
White,92,South Africa,White Blend,35.83
White,89,US,Fiano,26
White,87,Italy,Verdicchio,19.38
White,88,Israel,Roussanne-Marsanne,50
White,80,Spain,Garnacha Blanca,16
White,95,US,Gewürztraminer,30
White,88,Italy,Sauvignon Blanc,18.27
White,90,Australia,Sauvignon Blanc,17.45
White,84,Portugal,Alvarinho,14.2
White,93,France,Petit Manseng,NULL
White,82,Italy,White Blend,10.11
White,90,Germany,Gewürztraminer,25.4
White,90,France,Auxerrois,27.75
White,88,Greece,White Blend,17.75
White,81,Spain,Tempranillo Blanco,31.5
White,90,Germany,Silvaner,35.46
White,84,Portugal,White Blend,8
White,82,Spain,Pansa Blanca,20
White,89,Australia,Sauvignon Blanc-Semillon,23.25
White,90,US,Sauvignon Gris,40
White,88,Chile,Chardonnay-Viognier,15
White,83,US,Moscato,15
White,82,Greece,Roditis,12
White,90,Italy,Fiano,31.92
White,95,France,White Blend,62
White,90,US,Kerner,25
White,85,France,Pinot Auxerrois,20
White,80,Italy,Trebbiano,11
White,94,France,Pinot Gris,54.18
White,83,Italy,Friulano,20
White,90,Portugal,Moscatel,36
White,93,US,Pinot Blanc,25
White,89,Austria,Chardonnay,29.5
White,86,France,Folle Blanche,15
White,88,Turkey,Emir,15
White,86,Australia,Viognier,17.18
White,87,Portugal,Fernão Pires,12.63
White,82,Chile,Pinot Grigio,9.5
White,87,Argentina,White Blend,17.63
White,88,France,Loin de l'Oeil,16
White,83,Hungary,Cserszegi Fűszeres,9
White,90,US,Pinot-Chardonnay,28
White,89,Spain,Viura,22.38
White,85,Uruguay,Chardonnay,19
White,90,Spain,Grenache Blanc,23
White,85,France,Riesling,24.53
White,88,Morocco,Chardonnay,18
White,90,US,Muscat Canelli,22.25
White,87,Slovakia,Riesling,16
White,85,France,Chenin Blanc,16.03
White,84,New Zealand,Riesling,17.69
White,91,Greece,Sauvignon Blanc,15
White,95,US,Cabernet Sauvignon,95
White,93,Austria,Furmint,20.5
White,93,US,Ugni Blanc,29
White,81,France,Chenin Blanc,12
White,87,France,Muscat,28.5
White,85,Italy,Verdicchio,14.21
White,87,Hungary,Irsai Oliver,13
White,86,France,Chenin Blanc,16.67
White,87,Italy,Silvaner,24
White,94,US,Bordeaux-style White Blend,34
White,83,South Africa,Chenin Blanc,9.33
White,84,Spain,Meseguera,13
White,82,Uruguay,Sauvignon Blanc,13
White,89,Austria,Austrian white blend,33.22
White,89,Georgia,Kisi,19.5
White,80,Argentina,Torrontés,11.85
White,84,Italy,Chardonnay-Pinot Grigio,9
White,92,Italy,Turbiana,25.05
White,81,Italy,Cortese,21
White,93,US,Fumé Blanc,55
White,86,Portugal,Alvarinho,15.83
White,91,Greece,Chardonnay,44
White,89,Czech Republic,Ryzlink Rýnský,40
White,89,US,Marsanne-Roussanne,26.67
White,84,Spain,Viura-Chardonnay,11
White,89,Austria,Roter Traminer,32.5
White,87,Uruguay,Albariño,18.5
White,87,France,Pinot Auxerrois,22.88
White,87,US,Pinot Grigio,14.48
White,89,Italy,Gewürztraminer,32
White,89,Italy,Asprinio,32
White,90,US,Semillon-Sauvignon Blanc,23.18
White,92,France,Melon de Bourgogne,27
White,89,Italy,Pigato,30
White,92,US,Sémillon,20.86
White,91,US,Zinfandel,36
White,83,Australia,Pinot Grigio,11.67
White,90,Spain,Chardonnay,50
White,88,US,Roussanne-Viognier,27
White,85,Chile,Riesling,11.2
White,85,US,Seyval Blanc,20.5
White,89,Portugal,Sauvignon Blanc,22
White,87,Austria,Zierfandler,42
White,83,Australia,Sémillon,15
White,83,US,White Blend,14.56
White,89,Austria,Pinot Gris,31.5
White,86,US,Verdelho,16.29
White,86,Croatia,Posip,25
White,87,Greece,Moschofilero,15.75
White,89,Argentina,Sauvignon Blanc,29
White,87,Moldova,Feteascǎ Regalǎ,13
White,94,US,Pinot Gris,36.5
White,91,Italy,Albana,15
White,88,US,Viognier,24.07
White,94,Italy,Greco,60
White,85,South Africa,Chenin Blanc-Sauvignon Blanc,9.67
White,85,Chile,Gewürztraminer,11.83
White,88,Australia,Rhône-style White Blend,30
White,85,Spain,Garnatxa Blanca,14
White,89,US,Sémillon,20.68
White,86,Portugal,Loureiro,9.29
White,82,US,Pinot Grigio,13.33
White,83,Moldova,Chardonnay,13
White,90,France,Verdelho,NULL
White,83,US,Orange Muscat,28
White,92,Portugal,Aragonês,39
White,82,Germany,Silvaner,21.67
White,89,Greece,Vilana,13.5
White,84,France,Melon,11.42
White,83,Italy,Cortese,18.33
White,87,Bulgaria,Sauvignon Blanc,11.33
White,88,US,Riesling,17.04
White,82,US,Bordeaux-style White Blend,25
White,84,Italy,Viognier,18
White,85,Australia,Pinot Grigio,10.92
White,87,France,Chasselas,27
White,88,Brazil,Chardonnay,20
White,85,US,Moscato,13.9
White,89,US,Semillon-Chardonnay,17
White,92,France,Alsace white blend,45.38
White,85,Spain,White Blend,13.89
White,85,Portugal,Muscat,12
White,91,Austria,Weissburgunder,23
White,93,US,Tocai Friulano,22
White,90,Germany,Weissburgunder,24.83
White,85,Italy,Garganega,14.93
White,89,South Africa,Grenache Blanc,20
White,85,US,Cayuga,13
White,85,Germany,Rivaner,18
White,89,Bulgaria,Traminer,12
White,82,Australia,Riesling,9
White,87,South Africa,Chardonnay-Semillon,9
White,86,Spain,Garnacha Blanca,13.5
White,88,Italy,Coda di Volpe,25.33
White,91,South Africa,Sémillon,39
White,85,Israel,Viognier,35
White,86,Italy,Grüner Veltliner,20
White,84,Greece,Vilana,11
White,88,Germany,Weissburgunder,19.5
White,87,Italy,Catarratto,23.44
White,90,Italy,Timorasso,31.5
White,88,US,Chardonnay-Pinot Blanc,26
White,83,Italy,Falanghina,19.8
White,84,Mexico,Sauvignon Blanc,16.33
White,89,Australia,Sauvignon Blanc,18.5
White,84,Australia,Viognier,9.75
White,91,South Africa,Riesling,NULL
White,90,Portugal,Siria,17.5
White,89,Italy,Corvina,50
White,84,Chile,Viognier-Chardonnay,12.5
White,90,France,Melon,19.36
White,92,US,Torrontés,22
White,83,Chile,Chardonnay-Viognier,11
White,87,US,Rhône-style White Blend,26.81
White,89,Moldova,Traminer,15
White,90,South Africa,Chardonnay,26.93
White,93,Italy,Pinot Bianco,46
White,82,Germany,Pinot Gris,18
White,82,Croatia,Malvasia,16
White,94,Austria,Sauvignon Blanc,66.67
White,83,France,Bordeaux-style Red Blend,13
White,91,Austria,Pinot Gris,23.33
White,93,Italy,Turbiana,24
White,89,Italy,Cannonau,24
White,89,US,Gewürztraminer,19.07
White,84,US,Grüner Veltliner,14.5
White,88,US,Roussanne,25.89
White,81,Italy,Pinot Grigio,12.33
White,91,Portugal,Arinto,29.33
White,87,France,Jacquère,16.2
White,87,Spain,Moscatel,17
White,87,France,Roussanne,13
White,85,Greece,Moschofilero-Chardonnay,13
White,93,Italy,Trebbiano,50
White,86,Greece,White Blend,20.05
White,81,Spain,Moscato,9
White,93,Italy,Müller-Thurgau,40
White,88,Georgia,White Blend,19
White,88,Bulgaria,White Blend,17
White,88,France,Pinot Noir,22
White,82,Italy,Vernaccia,NULL
White,87,Israel,Chardonnay,20.14
White,87,Italy,Coda di Volpe,17.6
White,81,Argentina,Chardonnay-Semillon,13
White,86,Portugal,Muscat,14
White,90,South Africa,Clairette,NULL
White,85,US,Traminer,16
White,88,Austria,Riesling,27.93
White,91,France,Muscat Ottonel,28
White,82,Chile,Sauvignon Gris,20
White,83,US,Viognier,17.5
White,83,Argentina,Chenin Blanc,5
White,88,Italy,Arneis,20.74
White,88,US,Syrah,26
White,91,Chile,Sauvignon Blanc,23.54
White,83,Chile,Viognier-Chardonnay,16
White,88,US,Fiano,22
White,86,France,Chardonnay-Sauvignon,16
White,87,New Zealand,Pinot Grigio,14.5
White,84,Spain,Airen,30
White,86,Greece,Moschofilero,15.6
White,90,US,Marsanne,22.29
White,90,Georgia,White Blend,17
White,89,US,Johannisberg Riesling,8
White,85,US,Ribolla Gialla,32
White,88,Greece,Chardonnay,19.67
White,89,Slovenia,Pinot Gris,32
White,92,US,Vermentino,20.5
White,86,Greece,Savatiano,13.25
White,85,Romania,White Blend,8
White,82,Canada,Pinot Gris,16
White,94,US,White Blend,34.54
White,83,US,Chardonnay-Pinot Gris,10
White,91,US,Bordeaux-style Red Blend,32
White,93,Australia,Riesling,34
White,84,Hungary,Pinot Gris,7
White,94,France,Tokay Pinot Gris,46
White,88,Italy,Tocai,22
White,91,US,Grenache Blanc,24.81
White,88,South Africa,Riesling,18
White,89,France,Tokay Pinot Gris,27.5
White,84,France,White Blend,12.8
White,91,Italy,Coda di Volpe,20
White,84,Argentina,Chardonnay-Sauvignon,14
White,86,South Africa,White Blend,13.33
White,85,South Africa,White Blend,11.5
White,88,France,Gewürztraminer,28.41
White,93,Austria,Pinot Gris,29
White,88,Italy,Malvasia,28.5
White,88,Portugal,Malvasia,30
White,84,Uruguay,Sauvignon Blanc,16
White,88,Portugal,Loureiro,11.14
White,91,Italy,Viognier,50
White,88,US,Rkatsiteli,19.33
White,85,Italy,Pecorino,17
White,88,Portugal,Maria Gomes,11
White,90,Croatia,Malvasia,19.5
White,93,Austria,Rotgipfler,30.5
White,83,US,Johannisberg Riesling,10
White,86,South Africa,Viognier,21.75
White,85,Italy,Turbiana,21.17
White,83,US,Tocai Friulano,17
White,84,Spain,Sauvignon Blanc-Verdejo,10
White,94,New Zealand,Chardonnay,53
White,86,Moldova,Pinot Gris,9
White,86,US,Vignoles,16.33
White,85,Spain,Macabeo-Moscatel,7.5
White,85,Portugal,Viognier,15
White,90,Italy,Cortese,NULL
White,85,Romania,Riesling,86.25
White,90,Switzerland,White Blend,21
White,88,Australia,Riesling,20.39
White,80,US,Marsanne-Roussanne,28
White,89,Australia,Viognier,22.13
White,88,France,Roussanne,25.4
White,83,New Zealand,White Blend,10
White,91,Portugal,Rabigato,29
White,87,US,Sylvaner,14
White,89,Portugal,Malvasia Fina,20
White,86,US,Rhône-style White Blend,28.18
White,89,US,Roussanne-Viognier,25
White,90,US,Chardonnay-Albariño,34
White,87,Chile,Sauvignon Gris,18
White,87,Greece,Roditis,12.33
White,89,US,Grüner Veltliner,19
White,81,Australia,Sémillon,13
White,86,Hungary,Sauvignon Blanc,9
White,92,France,Roussanne,70
White,92,Greece,White Blend,24.5
White,84,Spain,Sauvignon Blanc,12.79
White,88,Australia,Verdelho,15.86
White,85,Greece,Chardonnay,20
White,83,Spain,Sauvignon Blanc,15.09
White,89,US,Marsanne,27.33
White,96,Germany,Riesling,201.2
White,81,Spain,Hondarrabi Zuri,13
White,89,South Africa,Bukettraube,18
White,90,US,Aligoté,36
White,93,US,Viognier,30
White,88,Austria,Traminer,25.5
White,84,US,Sauvignon Blanc,16.21
White,88,Italy,Merlot,10
White,84,Spain,Doña Blanca,53
White,81,US,Seyval Blanc,23
White,88,Portugal,Verdelho,19.63
White,84,US,Moscato,12.6
White,89,New Zealand,Chenin Blanc,23
White,87,Australia,Viognier,18.24
White,83,Chile,Carmenère,12
White,85,Argentina,Torrontés,12.25
White,85,France,Muscadet,8
White,82,Italy,Verdicchio,25
White,84,Italy,Sauvignon,21.78
White,90,Slovenia,Pinot Grigio,30
White,91,US,Viognier-Marsanne,28
White,88,Portugal,Alvarinho-Trajadura,13
White,90,Greece,Malagouzia,20
White,89,US,Verdejo,18
White,90,Italy,Riesling,19
White,90,Italy,White Blend,36.13
White,88,Bulgaria,Chardonnay,12.33
White,87,Italy,Moscato,19.2
White,88,US,Piquepoul Blanc,13
White,85,France,Gros Manseng,11
White,95,US,Semillon-Sauvignon Blanc,25
White,87,US,Moscato,12.17
White,92,Germany,Schwartzriesling,NULL
White,85,Australia,Sauvignon Blanc-Semillon,18.86
White,84,Spain,Garnacha Blanca,11.5
White,83,Italy,Sauvignon,11.33
White,84,Portugal,Fernão Pires,10
White,87,Canada,Chardonnay,24
White,87,Bulgaria,Muscat,10
White,90,Italy,Tocai,23
White,84,Croatia,Zlahtina,13
White,89,US,Roussanne,24.71
White,93,Austria,White Blend,40
White,86,Australia,Sémillon,16.2
White,89,Germany,Scheurebe,30
White,80,Spain,Macabeo,14
White,82,US,Traminette,24.5
White,84,Austria,Grauburgunder,28.5
White,85,Spain,Malvasia,15.5
White,91,US,Pinot Blanc,22.18
White,83,Spain,Gewürztraminer,16
White,90,Austria,Roter Veltliner,30.17
White,85,Italy,Riesling,14.17
White,97,France,Bordeaux-style White Blend,588.2
White,90,US,Fumé Blanc,19.19
White,87,Italy,Trebbiano,16.83
White,95,US,Pinot Noir,44
White,82,Argentina,White Blend,13.6
White,87,US,Chardonnay-Viognier,35
White,80,France,Viognier,10
White,90,Portugal,Chenin Blanc,20
White,89,Australia,Vermentino,35
White,88,Cyprus,White Blend,14
White,83,US,Verdelho,17
White,83,Argentina,Pinot Grigio,10.78
White,84,Hungary,Cserszegi Fűszeres,9
White,85,US,Sauvignon Blanc,16.38
White,86,France,Moscato,9
White,86,US,Verdejo,18
White,80,Germany,Pinot Noir,15
White,91,US,Aligoté,24
White,90,Greece,Robola,18
White,88,Argentina,Viognier,11.67
White,86,Greece,Petroulianos,20
White,87,South Africa,Riesling,13.67
White,83,Austria,Chardonnay,18
White,88,France,Auxerrois,24
White,86,Italy,Sémillon,15
White,85,Austria,Riesling,20.38
White,94,Australia,Chardonnay,87.67
White,86,France,Petit Manseng,11
White,90,US,Chenin Blanc-Viognier,16
White,86,Argentina,Pinot Gris,12.5
White,88,Greece,Roditis-Moschofilero,11
White,86,Australia,Rhône-style White Blend,25
White,81,Spain,Airen,6
White,90,France,Pinot Noir,61
White,92,Austria,Chardonnay,42.71
White,85,France,Colombard-Ugni Blanc,9.6
White,82,Italy,Arneis,20.5
White,84,France,Chardonnay-Sauvignon,10
White,90,France,Ondenc,16.5
White,92,US,Chardonnay-Albariño,31
White,86,US,Pinot Blanc,17.76
White,91,US,Chenin Blanc,21.58
White,87,Romania,Moscato,7
White,89,Moldova,Sauvignon Blanc,15
White,90,Israel,Pinot Gris,15
White,80,Spain,Pansa Blanca,18.5
White,85,Italy,Biancale,18
White,83,Germany,Pinot Gris,7
White,90,Germany,Grauburgunder,20
White,90,Italy,Friulano,28.75
White,90,Italy,Chardonnay,33.77
White,95,France,Viognier,124
White,84,Portugal,Bical,15
White,86,Italy,Insolia,14.47
White,81,Australia,Chardonnay,13.5
White,87,US,Müller-Thurgau,13.67
White,88,Italy,Trebbiano,29
White,91,Italy,Grechetto,NULL
White,87,New Zealand,Pinot Gris,18.95
White,92,Portugal,Loureiro,25.25
White,82,Italy,Cortese,18
White,83,Lebanon,White Blend,29.5
White,90,Australia,Roussanne,73
White,84,Italy,Coda di Volpe,22.67
White,90,US,Petite Sirah,31
White,82,Chile,Chardonnay-Sauvignon,8
White,80,Chile,White Blend,16
White,84,Australia,Sémillon,15.75
White,87,South Africa,Viognier-Grenache Blanc,35
White,88,US,Rosé,10
White,91,France,Chardonnay,55.88
White,92,Greece,Malagousia,23
White,84,Italy,Catarratto,9
White,83,Spain,Moscatel de Alejandría,15
White,85,Bulgaria,Chardonnay,9
White,94,Austria,Pinot Blanc,35
White,88,Italy,Zibibbo,26.75
White,89,France,Chenin Blanc-Chardonnay,12
White,87,Italy,Passerina,17.33
White,91,US,Arneis,18
White,87,Italy,Vernaccia,17.71
White,80,Australia,Viognier,30
White,83,Chile,Muscat,NULL
White,85,Israel,White Blend,17.33
White,87,Moldova,Feteasca,15
White,89,New Zealand,Gewürztraminer,26.8
White,81,Italy,Red Blend,39
White,80,US,Sauvignon Blanc,16.64
White,86,Spain,Macabeo,10.67
White,82,Germany,Riesling,12.73
White,80,US,Pinot Blanc,20
White,90,Spain,Godello,21.89
White,87,Spain,Macabeo-Chardonnay,9
White,90,Canada,Chenin Blanc,19
White,90,South Africa,Riesling,NULL
White,91,Austria,Neuburger,29
White,89,France,Jacquère,16.86
White,81,Spain,Godello,30
White,87,Turkey,Yapincak,16
White,89,US,Arneis,22.5
White,86,New Zealand,Sémillon,16
White,86,Italy,Passerina,15.11
White,90,Australia,Viognier,23.86
White,91,Australia,Sauvignon Blanc,16.5
White,82,South Africa,Gewürztraminer,10
White,87,Turkey,Emir,15
White,82,Israel,Chardonnay,34
White,89,Israel,White Riesling,26
White,84,Italy,Ribolla Gialla,24
White,93,US,Grüner Veltliner,30
White,86,Portugal,Siria,10
White,96,US,Riesling,31.67
White,81,Israel,Sauvignon Blanc,16.5
White,88,Italy,Manzoni,29
White,87,Portugal,Viognier,18.5
White,91,Portugal,Viosinho,35
White,91,France,Vermentino,47
White,90,Hungary,Furmint,25.56
White,84,Spain,Viognier,14
White,91,Portugal,White Blend,41
White,88,Hungary,Juhfark,28
White,87,France,Chardonnay-Viognier,15
White,86,Canada,Viognier,23
White,86,France,Colombard,9.43
White,91,US,Viognier-Roussanne,18
White,85,US,White Riesling,10.75
White,90,France,Chardonnay-Sauvignon Blanc,16
White,92,France,Muscat Ottonel,29
White,84,Australia,Riesling,11.38
White,84,Argentina,Moscato,10.67
White,87,Serbia,Tamjanika,22
White,85,Chile,Pedro Ximénez,12.6
White,92,Italy,Carricante,58.83
White,92,Germany,Sauvignon Blanc,23.5
White,86,Spain,Sauvignon,12
White,90,Italy,Pallagrello Bianco,35
White,91,Greece,Moschofilero,14.5
White,85,Lebanon,White Blend,36
White,80,New Zealand,Chardonnay,NULL
White,92,US,Muscat Blanc,19
White,86,US,Arneis,18
White,82,US,Sauvignon Blanc,16.93
White,88,Israel,Riesling,24
White,80,US,Vidal Blanc,13
White,89,South Africa,Semillon-Sauvignon Blanc,26
White,84,Italy,Pinot Bianco,21
White,83,Australia,Viognier,16.67
White,82,Canada,Riesling,22
White,85,US,Bordeaux-style White Blend,34
White,87,Spain,Macabeo,18.33
White,88,Macedonia,Sauvignon,15
White,92,France,Provence white blend,45
White,92,South Africa,Rhône-style White Blend,40
White,87,US,Malvasia Bianca,20.67
White,88,South Africa,White Blend,16.43
White,89,Italy,Friulano,24.86
White,86,Israel,White Blend,18.4
White,88,Italy,Nascetta,29
White,88,Portugal,Moscatel Graúdo,13
White,85,Spain,Hondarrabi Zuri,20.33
White,88,Spain,Tempranillo Blanco,20
White,93,Greece,Moschofilero,16
White,82,US,Riesling,14.59
White,87,US,Bordeaux-style Red Blend,16
White,86,France,Auxerrois,NULL
White,91,US,Falanghina,29.5
White,83,Italy,Vermentino,24.5
White,94,Italy,Ribolla Gialla,120
White,84,US,Semillon-Sauvignon Blanc,18
White,97,US,Cabernet Sauvignon,NULL
White,93,Germany,Silvaner,54
White,83,Italy,Tocai Friulano,15
White,88,Italy,Nuragus,16
White,88,US,Auxerrois,22.33
White,92,US,Semillon-Sauvignon Blanc,24.5
White,82,Spain,Verdejo,12.48
White,86,Italy,Sangiovese,18
White,90,Argentina,White Blend,50
White,91,Germany,Weisser Burgunder,27
White,91,Italy,Tocai Friulano,55
White,83,Spain,Garnacha,19
White,83,Israel,Sauvignon Blanc,13
White,81,France,Chardonnay,17.83
White,87,India,Chenin Blanc,11.5
White,85,Turkey,White Blend,15
White,84,France,Bordeaux-style Red Blend,59
White,86,Italy,Vernaccia,16.53
White,93,US,Picpoul,28
White,84,Austria,Sauvignon Blanc,15.75
White,85,Austria,Gelber Muskateller,26
White,88,Canada,Chardonnay,23.4
White,91,France,Marsanne,39
White,84,Israel,Sauvignon Blanc,16.33
White,88,Argentina,Pinot Noir,17
White,83,Greece,Robola,10
White,92,US,Viognier-Roussanne,37
White,84,Austria,Grüner Veltliner,14.2
White,92,Israel,Chardonnay,20
White,92,US,Grüner Veltliner,29
White,87,Italy,Müller-Thurgau,21.5
White,90,US,White Blend,24.57
White,91,Portugal,Malvasia,79
White,87,US,Bordeaux-style White Blend,31
White,90,US,Grenache Blanc,26.44
White,94,US,Grüner Veltliner,30
White,86,Croatia,Sauvignon,28
White,85,Italy,Pignoletto,NULL
White,82,Israel,Sauvignon Blanc,14.5
White,91,South Africa,Sauvignon Blanc-Semillon,29
White,85,South Africa,Shiraz-Viognier,20
White,85,New Zealand,Pinot Grigio,16
White,82,New Zealand,Gewürztraminer,17
White,93,Germany,Weisser Burgunder,36
White,97,Australia,Chardonnay,50
White,91,France,Melon,22.06
White,90,Slovenia,White Blend,60
White,92,Austria,Grüner Veltliner,34.39
White,86,US,Müller-Thurgau,15
White,95,Italy,Pinot Bianco,165
White,81,Spain,Garnatxa Blanca,14
White,85,Argentina,Chenin Blanc-Chardonnay,10.5
White,84,Bulgaria,White Blend,8
White,85,Australia,Viognier,12.75
White,91,Austria,Zierfandler-Rotgipfler,22.5
White,88,Moldova,Traminer,11
White,84,Chile,Sauvignon Blanc,11.76
White,84,Spain,Malvasia,11
White,90,US,Viognier-Marsanne,28
White,85,France,Aleatico,8
White,82,Spain,Verdejo-Viura,11
White,96,France,Riesling,71.41
White,87,Germany,Scheurebe,16.75
White,88,Austria,Grauburgunder,25
White,87,Spain,White Blend,18.94
White,93,Canada,Rhône-style White Blend,35
White,88,Italy,Verduzzo,41.5
White,89,Slovenia,Sauvignon,29.5
White,87,US,Trebbiano,25
