"category","varietal","country","count"
"Red","Kallmet","Albania","1"
"Red","Cabernet Sauvignon-Tempranillo","Argentina","2"
"Red","Syrah-Cabernet","Argentina","1"
"Red","Syrah","Argentina","164"
"Rose","Rosado","Argentina","4"
"Red","Petit Verdot","Argentina","26"
"Rose","Moscato","Argentina","1"
"Red","Barbera","Argentina","6"
"Red","Syrah-Malbec","Argentina","1"
"Red","Pedro Ximénez","Argentina","1"
"Dessert","Torrontés","Argentina","4"
"Sparkling","Sparkling Blend","Argentina","44"
"Sparkling","Champagne Blend","Argentina","22"
"White","Semillon-Chardonnay","Argentina","1"
"Rose","Merlot-Malbec","Argentina","1"
"White","Malbec","Argentina","4"
"White","Trebbiano","Argentina","1"
"Red","Cordisco","Argentina","1"
"White","Tocai","Argentina","1"
"Red","Tannat","Argentina","16"
"White","Pinot Gris","Argentina","16"
"White","White Blend","Argentina","57"
"White","Bonarda","Argentina","1"
"White","Chardonnay-Sauvignon","Argentina","2"
"Red","Bordeaux-style Red Blend","Argentina","175"
"Sparkling","Malbec","Argentina","4"
"White","Torrontés","Argentina","447"
"Red","Merlot-Cabernet Franc","Argentina","1"
"White","Sémillon","Argentina","19"
"Red","Viognier","Argentina","1"
"White","Moscato","Argentina","13"
"White","Chardonnay-Pinot Grigio","Argentina","1"
"Red","Bonarda","Argentina","185"
"Rose","Shiraz-Malbec","Argentina","1"
"Dessert","Chardonnay","Argentina","2"
"Red","Sauvignon Blanc","Argentina","3"
"Red","Sémillon","Argentina","1"
"White","Chardonnay-Pinot Gris","Argentina","1"
"Red","Syrah-Bonarda","Argentina","2"
"Red","Malbec-Syrah","Argentina","22"
"Red","Tempranillo-Malbec","Argentina","1"
"White","Verdelho","Argentina","1"
"Red","Cabernet Sauvignon-Malbec","Argentina","44"
"Red","Merlot-Malbec","Argentina","7"
"White","Semillon-Sauvignon Blanc","Argentina","2"
"Red","Malbec-Merlot","Argentina","22"
"Red","Cabernet-Malbec","Argentina","2"
"Red","Shiraz-Malbec","Argentina","5"
"Red","Malbec-Cabernet Sauvignon","Argentina","89"
"Dessert","Muscat","Argentina","1"
"Red","Red Blend","Argentina","465"
"Red","Malbec Blend","Argentina","7"
"White","Pinot Grigio","Argentina","46"
"Red","Malbec-Tannat","Argentina","7"
"Red","Tempranillo Blend","Argentina","2"
"White","Moscatel","Argentina","2"
"White","Tocai Friulano","Argentina","1"
"Sparkling","Torrontés","Argentina","3"
"Rose","Cabernet Sauvignon","Argentina","1"
"Red","Meritage","Argentina","3"
"Red","Syrah-Viognier","Argentina","4"
"Red","Malbec-Petit Verdot","Argentina","4"
"Red","Malbec-Bonarda","Argentina","9"
"Red","Cabernet-Syrah","Argentina","2"
"White","Chardonnay-Viognier","Argentina","16"
"Red","Pinot Noir","Argentina","178"
"Red","Shiraz-Cabernet Sauvignon","Argentina","1"
"Red","Pinot Gris","Argentina","1"
"Red","Malbec-Corvina","Argentina","1"
"Sparkling","Pinot Noir","Argentina","2"
"Red","Cabernet Franc","Argentina","102"
"Red","Shiraz","Argentina","31"
"Red","Cabernet Sauvignon-Shiraz","Argentina","6"
"Rose","Malbec-Syrah","Argentina","1"
"White","Chenin Blanc-Chardonnay","Argentina","6"
"Red","Cabernet Sauvignon","Argentina","1124"
"White","Fumé Blanc","Argentina","1"
"Red","Cabernet Sauvignon-Syrah","Argentina","5"
"Red","Cabernet Franc-Cabernet Sauvignon","Argentina","3"
"White","Saint Jeannet","Argentina","1"
"White","Pinot Noir","Argentina","2"
"Red","Tempranillo","Argentina","61"
"Red","Nebbiolo","Argentina","3"
"Red","Cabernet Franc-Petit Verdot","Argentina","1"
"White","Chardonnay-Semillon","Argentina","1"
"Sparkling","Chardonnay","Argentina","7"
"Red","Malbec","Argentina","2864"
"Red","Cabernet Sauvignon-Cabernet Franc","Argentina","2"
"Red","Malbec-Cabernet Franc","Argentina","13"
"White","Riesling","Argentina","3"
"Red","Trousseau","Argentina","1"
"Red","Merlot","Argentina","206"
"Red","Malbec-Tempranillo","Argentina","7"
"Red","Cabernet Blend","Argentina","14"
"Red","Syrah-Cabernet Sauvignon","Argentina","1"
"Rose","Malbec-Cabernet Sauvignon","Argentina","3"
"Red","Cabernet Sauvignon-Merlot","Argentina","13"
"Red","Chardonnay","Argentina","3"
"Red","Malbec-Cabernet","Argentina","4"
"White","Bordeaux-style White Blend","Argentina","1"
"Dessert","Malbec","Argentina","1"
"Rose","Rosé","Argentina","68"
"White","Sauvignon Blanc","Argentina","142"
"White","Viognier","Argentina","44"
"Rose","Pinot Noir","Argentina","1"
"Dessert","Sauvignon Blanc","Argentina","1"
"Rose","Malbec","Argentina","42"
"White","Sauvignon Blanc-Semillon","Argentina","1"
"Red","Merlot-Cabernet Sauvignon","Argentina","1"
"White","Chenin Blanc","Argentina","3"
"Red","Syrah-Garnacha","Argentina","1"
"Red","Cabernet Franc-Malbec","Argentina","6"
"Red","Sangiovese","Argentina","7"
"White","Cabernet Sauvignon","Argentina","1"
"White","Chardonnay","Argentina","585"
"White","Gewürztraminer","Argentina","1"
"Red","Areni","Armenia","3"
"White","Kangoun","Armenia","1"
"Rose","Rosé","Armenia","1"
"Dessert","White Blend","Australia","2"
"Sparkling","Sauvignon Blanc","Australia","2"
"Red","G-S-M","Australia","70"
"Sparkling","Moscato","Australia","14"
"Rose","Rosé","Australia","59"
"Red","Cabernet Blend","Australia","39"
"Sparkling","Shiraz-Grenache","Australia","1"
"Red","Sauvignon Blanc","Australia","1"
"White","Shiraz","Australia","3"
"Red","Cabernet-Shiraz","Australia","3"
"Red","Cabernet Sauvignon","Australia","993"
"Red","Shiraz-Cabernet","Australia","3"
"White","Assyrtiko","Australia","1"
"White","Muscat of Alexandria","Australia","1"
"Red","Bordeaux-style Red Blend","Australia","92"
"White","Sauvignon Blanc-Semillon","Australia","52"
"White","Gewürztraminer","Australia","3"
"White","Sémillon","Australia","74"
"Red","Cabernet Merlot","Australia","22"
"Red","Pinot Grigio","Australia","1"
"Sparkling","Rosé","Australia","1"
"Port/Sherry","Tokay","Australia","8"
"Red","Mourvèdre","Australia","14"
"Red","Merlot-Cabernet Sauvignon","Australia","2"
"Sparkling","Champagne Blend","Australia","44"
"Red","Garnacha","Australia","1"
"Red","Merlot-Cabernet Franc","Australia","3"
"White","Riesling","Australia","402"
"Rose","Nebbiolo","Australia","1"
"Rose","Pinot Noir","Australia","6"
"Red","Nebbiolo","Australia","2"
"White","Fiano","Australia","2"
"Dessert","Muscadelle","Australia","6"
"White","Moscato","Australia","5"
"White","Viognier-Marsanne","Australia","4"
"Red","Grenache-Shiraz","Australia","13"
"Sparkling","Shiraz-Cabernet Sauvignon","Australia","1"
"Red","Cabernet Sauvignon-Shiraz","Australia","73"
"Rose","Shiraz-Grenache","Australia","2"
"Red","Cabernet Sauvignon-Sangiovese","Australia","1"
"Red","Rhône-style Red Blend","Australia","69"
"Red","Malbec","Australia","5"
"Sparkling","Sparkling Blend","Australia","71"
"Red","Tannat","Australia","1"
"Red","Saperavi","Australia","1"
"Dessert","Port","Australia","7"
"Red","Shiraz-Cabernet Sauvignon","Australia","127"
"Red","Syrah","Australia","56"
"Red","Muscat","Australia","2"
"Red","Chardonnay","Australia","13"
"Rose","Grenache-Syrah","Australia","2"
"White","Chardonnay-Semillon","Australia","1"
"Red","Durif","Australia","9"
"Red","Dolcetto","Australia","2"
"Dessert","Chardonnay-Semillon","Australia","2"
"Rose","Grenache","Australia","9"
"Red","Petite Sirah","Australia","12"
"Sparkling","Chardonnay","Australia","6"
"Dessert","Shiraz","Australia","1"
"Red","Rosé","Australia","1"
"White","Pinot Grigio","Australia","50"
"Rose","Sangiovese","Australia","7"
"Red","Shiraz-Roussanne","Australia","1"
"Red","Merlot","Australia","202"
"Fortified","Shiraz","Australia","1"
"White","Roussanne-Marsanne","Australia","1"
"Dessert","Chenin Blanc","Australia","1"
"White","Vermentino","Australia","9"
"Red","Cabernet Sauvignon-Malbec","Australia","2"
"Red","Moscato","Australia","1"
"Red","Mataro","Australia","6"
"Red","Pinot Gris","Australia","1"
"Rose","Grenache-Shiraz","Australia","3"
"White","Viognier","Australia","90"
"Port/Sherry","Shiraz","Australia","1"
"Red","Sparkling Blend","Australia","1"
"Rose","Moscato","Australia","1"
"White","Muscat Blanc à Petits Grains","Australia","2"
"Port/Sherry","Rhône-style Red Blend","Australia","1"
"Red","Chardonnay-Viognier","Australia","1"
"White","Chardonnay","Australia","1178"
"Dessert","Riesling","Australia","10"
"Sparkling","Merlot","Australia","4"
"White","Marsanne-Roussanne","Australia","3"
"Red","Tempranillo","Australia","8"
"White","Colombard","Australia","1"
"Red","Syrah-Cabernet","Australia","1"
"White","Sauvignon Blanc","Australia","193"
"Red","Grenache Blend","Australia","1"
"Red","Tokay","Australia","1"
"White","Chardonnay-Viognier","Australia","1"
"Dessert","Tokay","Australia","7"
"Sparkling","Pinot Noir","Australia","4"
"Port/Sherry","Muscat Hamburg","Australia","1"
"White","Savagnin","Australia","3"
"Port/Sherry","Muscat","Australia","10"
"Red","Merlot-Shiraz","Australia","1"
"Red","Shiraz-Grenache","Australia","39"
"Dessert","Muscat","Australia","22"
"Red","Alicante Bouschet","Australia","1"
"Red","Montepulciano","Australia","2"
"White","Merlot","Australia","1"
"White","Pinot Gris","Australia","41"
"Rose","Red Blend","Australia","1"
"Red","Syrah-Grenache","Australia","1"
"Dessert","Muscat Blanc","Australia","1"
"Red","Cabernet Franc-Merlot","Australia","1"
"White","Sauvignon","Australia","1"
"Red","Cabernet Sauvignon-Merlot","Australia","138"
"Red","Grenache-Syrah","Australia","2"
"Red","Shiraz","Australia","2213"
"White","Cabernet Sauvignon","Australia","3"
"White","Rhône-style White Blend","Australia","9"
"Red","Riesling","Australia","4"
"White","Verdelho","Australia","33"
"White","Roussanne","Australia","9"
"Red","Grenache","Australia","165"
"White","Cabernet Sauvignon-Merlot","Australia","2"
"Red","Zinfandel","Australia","8"
"Red","Pinot Noir","Australia","315"
"Sparkling","Pinot Grigio","Australia","1"
"White","White Blend","Australia","88"
"White","Chenin Blanc","Australia","6"
"Red","Barbera","Australia","1"
"Sparkling","Red Blend","Australia","4"
"Red","Merlot-Cabernet","Australia","1"
"Rose","Shiraz","Australia","12"
"Red","Sémillon","Australia","2"
"Dessert","Sémillon","Australia","22"
"Red","Semillon-Chardonnay","Australia","1"
"Red","Shiraz-Mourvèdre","Australia","3"
"Red","Shiraz-Viognier","Australia","93"
"Rose","Cabernet Sauvignon","Australia","2"
"Rose","Rosato","Australia","1"
"Red","Cabernet Franc","Australia","3"
"Red","Carnelian","Australia","2"
"Dessert","Viognier","Australia","3"
"White","Semillon-Chardonnay","Australia","25"
"Port/Sherry","Red Blend","Australia","2"
"Red","Shiraz-Malbec","Australia","4"
"Red","Cabernet Sauvignon-Merlot-Shiraz","Australia","2"
"Dessert","Muscadel","Australia","3"
"Fortified","Muscadelle","Australia","3"
"Red","Nero d'Avola","Australia","2"
"Dessert","Chardonnay","Australia","1"
"Red","Petit Verdot","Australia","9"
"Red","Red Blend","Australia","241"
"White","Marsanne","Australia","15"
"Red","Sangiovese","Australia","9"
"Red","Mourvèdre-Syrah","Australia","1"
"Sparkling","Muscat","Australia","1"
"Fortified","Muscat","Australia","3"
"White","Bordeaux-style White Blend","Australia","1"
"White","Semillon-Sauvignon Blanc","Australia","58"
"Red","Cabernet Sauvignon-Cabernet Franc","Australia","1"
"Red","Malbec-Merlot","Australia","1"
"White","Cabernet Blend","Australia","1"
"White","Sauvignon Blanc-Chardonnay","Australia","1"
"White","Muscat","Australia","1"
"Port/Sherry","Port","Australia","11"
"Sparkling","Shiraz","Australia","34"
"Red","Pinot Noir","Austria","169"
"Red","Cabernet Sauvignon-Cabernet Franc","Austria","1"
"White","Scheurebe","Austria","3"
"Rose","Rosé","Austria","77"
"Red","Shiraz","Austria","1"
"Dessert","Gelber Traminer","Austria","2"
"White","Muskat","Austria","2"
"Red","Zweigelt","Austria","277"
"Rose","Pinot Noir","Austria","2"
"Dessert","White Blend","Austria","96"
"White","Sämling","Austria","1"
"White","Sauvignon Blanc-Chardonnay","Austria","1"
"Red","Cabernet Merlot","Austria","1"
"Dessert","Gewürztraminer","Austria","3"
"Rose","Zweigelt","Austria","11"
"Red","Cabernet Franc-Merlot","Austria","1"
"White","Viognier","Austria","2"
"Sparkling","Cabernet Sauvignon","Austria","1"
"Dessert","Cabernet Sauvignon","Austria","1"
"White","Pinot Gris","Austria","42"
"White","Neuburger","Austria","14"
"Red","Cabernet Sauvignon","Austria","7"
"Red","Cabernet Sauvignon-Merlot","Austria","3"
"Sparkling","Welschriesling","Austria","3"
"Dessert","Pinot Noir","Austria","1"
"White","White Blend","Austria","72"
"Red","Blaufränkisch","Austria","352"
"Dessert","Cabernet Merlot","Austria","1"
"Dessert","Morillon","Austria","1"
"Dessert","Traminer","Austria","16"
"Red","Austrian Red Blend","Austria","93"
"Dessert","Sauvignon Blanc-Chardonnay","Austria","2"
"White","Grauburgunder","Austria","15"
"Sparkling","Zweigelt","Austria","6"
"Dessert","Grüner Veltliner","Austria","37"
"White","Morillon","Austria","7"
"Dessert","Müller-Thurgau","Austria","1"
"Red","St. Laurent","Austria","131"
"Dessert","Red Blend","Austria","1"
"Sparkling","Sauvignon Blanc","Austria","1"
"Sparkling","Blaufränkisch","Austria","2"
"White","Weissburgunder","Austria","58"
"Dessert","Sauvignon Blanc","Austria","12"
"Red","Bordeaux-style Red Blend","Austria","6"
"Dessert","Blaufränkisch","Austria","2"
"Dessert","Muscat Ottonel","Austria","1"
"Dessert","Riesling","Austria","37"
"Dessert","Gelber Muskateller","Austria","7"
"White","Gelber Muskateller","Austria","50"
"White","Weisser Burgunder","Austria","1"
"Red","Grüner Veltliner","Austria","1"
"Dessert","Chardonnay","Austria","33"
"Sparkling","Moscato","Austria","2"
"Sparkling","Pinot Blanc","Austria","1"
"Red","Red Blend","Austria","155"
"White","Sauvignon Blanc","Austria","207"
"White","Traminer","Austria","15"
"Red","Cabernet Blend","Austria","4"
"Dessert","Rotgipfler","Austria","1"
"White","Pinot Blanc","Austria","53"
"Dessert","Sämling","Austria","6"
"Sparkling","Austrian Red Blend","Austria","2"
"Dessert","Muskateller","Austria","1"
"Sparkling","Gelber Muskateller","Austria","2"
"Dessert","Austrian white blend","Austria","28"
"White","Zierfandler","Austria","20"
"Dessert","Weissburgunder","Austria","2"
"Sparkling","Grüner Veltliner","Austria","21"
"White","Pinot Grigio","Austria","1"
"Dessert","Chardonnay Weissburgunder","Austria","1"
"White","Pinot Blanc-Chardonnay","Austria","1"
"Dessert","Rosé","Austria","1"
"White","Gros Manseng","Austria","1"
"White","Riesling","Austria","976"
"White","Zweigelt","Austria","2"
"Sparkling","Pinot Noir","Austria","6"
"Dessert","White Riesling","Austria","3"
"Sparkling","Rosé","Austria","1"
"Dessert","Rosenmuskateller","Austria","3"
"White","Roter Veltliner","Austria","27"
"White","Grüner Veltliner","Austria","1917"
"Red","Pinot Gris","Austria","1"
"White","Sauvignon","Austria","2"
"Dessert","Scheurebe","Austria","26"
"Dessert","Chardonnay-Pinot Blanc","Austria","2"
"White","Roter Traminer","Austria","10"
"Dessert","Nebbiolo","Austria","1"
"Red","Merlot","Austria","5"
"White","Nielluciu","Austria","1"
"White","Zierfandler-Rotgipfler","Austria","6"
"White","Rotgipfler","Austria","31"
"White","Chardonnay-Pinot Blanc","Austria","1"
"Red","Blauer Portugieser","Austria","3"
"Dessert","Muscat","Austria","1"
"Dessert","Zweigelt","Austria","14"
"Dessert","Pinot Blanc","Austria","2"
"White","Orangetraube","Austria","3"
"Sparkling","Muskat Ottonel","Austria","2"
"White","Blaufränkisch","Austria","1"
"Sparkling","Sparkling Blend","Austria","74"
"Red","Syrah","Austria","4"
"Rose","Blauer Wildbacher","Austria","2"
"White","Gewürztraminer","Austria","7"
"Dessert","Austrian Red Blend","Austria","1"
"Red","Riesling","Austria","2"
"White","Furmint","Austria","4"
"Dessert","Zierfandler","Austria","1"
"Rose","Blaufränkisch","Austria","6"
"Sparkling","Austrian white blend","Austria","3"
"White","Cabernet Blend","Austria","1"
"White","Muscat","Austria","1"
"White","Muskat Ottonel","Austria","9"
"Sparkling","Chardonnay","Austria","5"
"White","Austrian white blend","Austria","81"
"Dessert","Welschriesling","Austria","40"
"Dessert","Muskat Ottonel","Austria","9"
"Red","Blauburgunder","Austria","1"
"Dessert","Furmint","Austria","3"
"Sparkling","White Blend","Austria","3"
"Red","Merlot-Cabernet Sauvignon","Austria","2"
"Red","Cabernet Franc","Austria","2"
"White","Welschriesling","Austria","18"
"White","Chardonnay","Austria","79"
"Red","Zweigelt-Pinot Noir","Austria","1"
"Dessert","Bouvier","Austria","1"
"White","Muskateller","Austria","2"
"Sparkling","Riesling","Austria","9"
"Sparkling","Champagne Blend","Austria","2"
"Red","Vranec","Bosnia and Herzegovina","1"
"Red","Blatina","Bosnia and Herzegovina","2"
"White","Žilavka","Bosnia and Herzegovina","1"
"Red","Merlot","Brazil","11"
"Red","Tannat","Brazil","7"
"Red","Cabernet Sauvignon-Merlot","Brazil","5"
"White","Moscato","Brazil","2"
"Red","Pinot Noir","Brazil","1"
"Sparkling","Moscatel","Brazil","3"
"Sparkling","Pinot Noir","Brazil","1"
"Red","Cabernet Sauvignon","Brazil","6"
"Sparkling","Muscat","Brazil","1"
"Red","Red Blend","Brazil","8"
"Sparkling","Moscato","Brazil","4"
"Red","Bordeaux-style Red Blend","Brazil","2"
"Red","Cabernet Franc","Brazil","1"
"White","Chardonnay","Brazil","4"
"Red","Merlot-Cabernet Sauvignon","Brazil","2"
"Red","Marselan","Brazil","2"
"Sparkling","Sparkling Blend","Brazil","14"
"Sparkling","Chardonnay","Brazil","1"
"Sparkling","Champagne Blend","Brazil","7"
"White","Gewürztraminer","Bulgaria","1"
"Red","Cabernet Sauvignon","Bulgaria","32"
"White","Viognier","Bulgaria","3"
"White","Riesling","Bulgaria","3"
"Red","Mavrud","Bulgaria","14"
"Red","Merlot","Bulgaria","20"
"Red","Red Blend","Bulgaria","29"
"Sparkling","Sparkling Blend","Bulgaria","1"
"White","Sauvignon Blanc","Bulgaria","14"
"Red","Gamza","Bulgaria","1"
"Red","Pinot Noir","Bulgaria","13"
"White","Tamianka","Bulgaria","1"
"Rose","Rosé","Bulgaria","7"
"White","Chardonnay","Bulgaria","23"
"Red","Bordeaux-style Red Blend","Bulgaria","3"
"Red","Syrah","Bulgaria","4"
"Red","Meritage","Bulgaria","1"
"Red","Cabernet Franc","Bulgaria","2"
"Red","Melnik","Bulgaria","3"
"White","Muscat","Bulgaria","3"
"Red","Cabernet Sauvignon-Syrah","Bulgaria","2"
"Red","Rubin","Bulgaria","1"
"White","Muskat Ottonel","Bulgaria","4"
"White","White Blend","Bulgaria","7"
"Red","Merlot-Syrah","Bulgaria","1"
"Red","Malbec","Bulgaria","1"
"Red","Ruen","Bulgaria","1"
"White","Traminer","Bulgaria","5"
"Red","Carmenère","Canada","2"
"Red","Pinot Noir","Canada","28"
"Dessert","Merlot","Canada","1"
"Red","Syrah","Canada","14"
"White","Roussanne","Canada","1"
"Dessert","Pinot Noir","Canada","1"
"Red","Gamay Noir","Canada","1"
"Red","Red Blend","Canada","7"
"White","Muscat","Canada","1"
"White","Vidal Blanc","Canada","1"
"White","Chasselas","Canada","1"
"Red","Shiraz","Canada","1"
"White","Sauvignon Blanc","Canada","10"
"White","Gewürztraminer-Riesling","Canada","3"
"Dessert","Vidal","Canada","12"
"Sparkling","Sauvignon Blanc","Canada","1"
"Red","Cabernet Franc","Canada","17"
"White","Pinot Blanc","Canada","2"
"White","Semillon-Sauvignon Blanc","Canada","1"
"Red","Malbec","Canada","1"
"Red","Merlot","Canada","22"
"Red","Riesling","Canada","1"
"White","Chardonnay","Canada","44"
"White","Riesling","Canada","52"
"Red","Cabernet Merlot","Canada","1"
"Dessert","Cabernet Sauvignon","Canada","5"
"Sparkling","Moscato","Canada","1"
"White","Rhône-style White Blend","Canada","3"
"White","Sauvignon Blanc-Semillon","Canada","1"
"Red","Gamay","Canada","1"
"White","Gewürztraminer","Canada","9"
"White","Viognier","Canada","3"
"Red","Cabernet Sauvignon","Canada","7"
"Red","Cabernet Sauvignon-Syrah","Canada","2"
"Dessert","Gewürztraminer","Canada","1"
"White","White Blend","Canada","4"
"White","Pinot Gris","Canada","6"
"Rose","Rosé","Canada","4"
"Red","Bordeaux-style Red Blend","Canada","18"
"Dessert","Cabernet Franc","Canada","10"
"Dessert","Apple","Canada","3"
"Dessert","Riesling","Canada","37"
"Dessert","Cabernet","Canada","1"
"White","Chenin Blanc","Canada","2"
"Dessert","Red Blend","Canada","1"
"Red","Meritage","Canada","9"
"Dessert","Vidal Blanc","Canada","27"
"Rose","Cabernet Franc","Canada","1"
"Sparkling","Pinot Noir","Canada","1"
"Red","Syrah-Merlot","Chile","1"
"Red","Chardonnay","Chile","10"
"Red","Cabernet Sauvignon-Carmenère","Chile","66"
"White","Chardonnay-Sauvignon","Chile","1"
"Sparkling","Sparkling Blend","Chile","17"
"White","Viognier-Chardonnay","Chile","9"
"Red","Syrah","Chile","466"
"White","Cabernet Blend","Chile","1"
"White","Gewürztraminer","Chile","24"
"Red","Tempranillo-Garnacha","Chile","1"
"Dessert","Gewürztraminer-Riesling","Chile","1"
"White","Muscat","Chile","2"
"Red","Malbec","Chile","229"
"White","Sauvignon Blanc","Chile","1152"
"Red","Pinot Noir","Chile","547"
"Rose","Carmenère","Chile","6"
"Rose","Syrah","Chile","6"
"Dessert","Riesling","Chile","6"
"Red","Malbec-Cabernet Sauvignon","Chile","1"
"Dessert","Viognier","Chile","1"
"Red","Carignan","Chile","67"
"Red","Cabernet Sauvignon-Petit Verdot","Chile","1"
"Red","Carineña","Chile","1"
"White","Pedro Ximénez","Chile","9"
"Dessert","Muscat","Chile","6"
"Rose","Merlot-Cabernet Sauvignon","Chile","2"
"Red","Malbec-Carménère","Chile","2"
"Red","Syrah-Grenache-Viognier","Chile","1"
"Rose","Rosé","Chile","72"
"Sparkling","País","Chile","1"
"Red","Cabernet Sauvignon-Merlot","Chile","40"
"Red","Carmenère","Chile","1000"
"Sparkling","Cabernet Franc","Chile","1"
"Red","Pinot Noir-Syrah","Chile","1"
"Dessert","Moscatel","Chile","3"
"Sparkling","Chardonnay","Chile","3"
"White","Sauvignon Gris","Chile","15"
"Red","Mourvèdre","Chile","2"
"Red","Petit Verdot","Chile","8"
"White","Red Blend","Chile","1"
"Red","Shiraz","Chile","71"
"Red","Tempranillo","Chile","3"
"Red","Red Blend","Chile","676"
"Red","Cabernet Sauvignon-Malbec","Chile","10"
"White","Cabernet Sauvignon-Carmenère","Chile","1"
"White","Sauvignon","Chile","2"
"Red","Cabernet Franc-Carmenère","Chile","8"
"Rose","Pinot Noir","Chile","1"
"Red","Zinfandel","Chile","2"
"Sparkling","Rosé","Chile","1"
"Red","Malbec-Syrah","Chile","3"
"Rose","Cabernet Sauvignon","Chile","10"
"White","Bordeaux-style Red Blend","Chile","1"
"Red","Cabernet Sauvignon-Sangiovese","Chile","1"
"Red","Cabernet Merlot","Chile","1"
"Dessert","Sauvignon Blanc","Chile","17"
"Red","Cabernet-Syrah","Chile","1"
"White","Chardonnay","Chile","1017"
"Red","Merlot-Cabernet Franc","Chile","1"
"White","White Blend","Chile","49"
"Sparkling","Pinot Noir","Chile","1"
"White","Chardonnay-Viognier","Chile","12"
"Red","Merlot-Malbec","Chile","1"
"Red","Petite Sirah","Chile","5"
"Red","Bordeaux-style Red Blend","Chile","76"
"Dessert","White Blend","Chile","4"
"White","Sémillon","Chile","1"
"White","Viognier","Chile","39"
"Dessert","Sémillon","Chile","3"
"Red","Sangiovese","Chile","1"
"White","Moscato","Chile","6"
"Dessert","Gewürztraminer","Chile","6"
"Red","Sauvignon Blanc","Chile","7"
"Red","Merlot","Chile","629"
"Red","Cabernet Sauvignon","Chile","1596"
"Red","White Blend","Chile","1"
"White","Fumé Blanc","Chile","3"
"Red","Cabernet Sauvignon-Syrah","Chile","39"
"Sparkling","Champagne Blend","Chile","3"
"Red","Rhône-style Red Blend","Chile","1"
"Dessert","Chardonnay","Chile","1"
"Dessert","Sauvignon Blanc-Semillon","Chile","2"
"Red","Nebbiolo","Chile","1"
"Dessert","Muscat d'Alexandrie","Chile","1"
"Red","Carmenère-Cabernet Sauvignon","Chile","21"
"Red","Cinsault","Chile","8"
"Red","Shiraz-Cabernet Sauvignon","Chile","4"
"Red","Syrah-Cabernet Sauvignon","Chile","7"
"Red","Cabernet Blend","Chile","57"
"White","Gewürztraminer-Riesling","Chile","1"
"Red","Merlot-Cabernet","Chile","1"
"Red","$17 ","Chile","1"
"Red","Carignan-Syrah","Chile","1"
"White","Merlot","Chile","1"
"Red","Merlot-Cabernet Sauvignon","Chile","9"
"White","Rhône-style White Blend","Chile","2"
"Red","Carmenère-Syrah","Chile","12"
"White","Riesling","Chile","30"
"Red","Syrah-Carignan","Chile","2"
"Red","Carignane","Chile","1"
"Red","Syrah-Cabernet","Chile","19"
"Red","Cabernet Sauvignon-Cabernet Franc","Chile","9"
"Red","Syrah-Carmenère","Chile","1"
"Dessert","Muscatel","Chile","2"
"Rose","Merlot","Chile","1"
"Rose","Cabernet Sauvignon-Syrah","Chile","3"
"Red","Cabernet Franc","Chile","52"
"White","Pinot Grigio","Chile","9"
"Dessert","Torontel","Chile","4"
"Red","País","Chile","2"
"Rose","Cabernet Sauvignon-Shiraz","Chile","2"
"Rose","Cabernet Franc","Chile","1"
"White","Cabernet Sauvignon","Chile","3"
"White","Carmenère","Chile","3"
"Red","Red Blend","China","1"
"Red","Cabernet Sauvignon","China","2"
"Rose","Rosé","China","1"
"Red","Cabernet Blend","China","3"
"White","White Blend","China","1"
"Red","Cabernet Gernischt","China","1"
"White","Chardonnay","China","1"
"White","Malvazija","Croatia","2"
"Red","Blaufränkisch","Croatia","1"
"Red","Bordeaux-style Red Blend","Croatia","1"
"White","Bogdanjuša","Croatia","1"
"Dessert","Red Blend","Croatia","1"
"Red","Plavac Mali","Croatia","22"
"White","Posip","Croatia","11"
"White","Traminac","Croatia","1"
"White","Malvasia","Croatia","12"
"White","White Blend","Croatia","6"
"White","Sauvignon Blanc","Croatia","1"
"White","Graševina","Croatia","2"
"White","Pinot Gris","Croatia","1"
"Red","Merlot","Croatia","3"
"Red","Pinot Noir","Croatia","2"
"Rose","Rosé","Croatia","5"
"White","Plavac Mali","Croatia","1"
"Dessert","Muscat","Croatia","1"
"White","Welschriesling","Croatia","4"
"White","Chardonnay","Croatia","1"
"Red","Traminer","Croatia","1"
"Red","Grenache","Croatia","1"
"White","Malvasia Istriana","Croatia","4"
"Red","Zweigelt","Croatia","1"
"Red","Babić","Croatia","4"
"White","Riesling","Croatia","1"
"Red","Syrah","Croatia","1"
"Red","Teran","Croatia","9"
"White","Zlahtina","Croatia","5"
"Red","Refosco","Croatia","1"
"White","Sauvignon","Croatia","1"
"Red","Red Blend","Croatia","10"
"White","Debit","Croatia","3"
"Sparkling","Posip","Croatia","1"
"Dessert","Xinisteri","Cyprus","1"
"Red","Cabernet Sauvignon","Cyprus","1"
"Dessert","Red Blend","Cyprus","4"
"White","Xinisteri","Cyprus","1"
"Red","Red Blend","Cyprus","7"
"White","White Blend","Cyprus","4"
"White","Xynisteri","Cyprus","2"
"White","Rivaner","Czech Republic","2"
"Red","St. Laurent","Czech Republic","1"
"White","Grüner Veltliner","Czech Republic","1"
"Red","Cabernet Moravia","Czech Republic","2"
"Rose","Rosé","Czech Republic","1"
"Red","Cabernet Sauvignon","Czech Republic","1"
"Red","Red Blend","Czech Republic","1"
"White","Riesling","Czech Republic","1"
"White","Ryzlink Rýnský","Czech Republic","1"
